address,gmap_id,latitude,longitude,category,avg_rating,num_of_reviews,Hours_day,Hours_night,general_category,res_asian,res_latin,res_euro,res_fast,res_vegan,religion,recreation,bienestar,avg_rating_correction,Subcategoria
"Earthbar, 523 W 6th St, Los Angeles, CA 90014",0x80c2c7b48d780ebd:0x1d1de6f8f51150a,34.0485476,-118.2546579,['Vitamin & supplements store' 'Health food restaurant' 'Vegan restaurant'],4.3,38,35,0,Health,0,0,0,0,1,0,0,0,4.434782608695652,Comida vegana
"Misasa Restaurant, 3760 S Centinela Ave, Los Angeles, CA 90066",0x80c2ba5c05cc2353:0x27e786b6fafa2ea3,34.0049327,-118.4335459,['Japanese restaurant'],3.3,26,51,0,Food,1,0,0,0,0,0,0,0,3.696969696969697,Comida asiática
"The Picky Vegan (Hollywood), 615 North Western Avenue, Oakwood Ave, Los Angeles, CA 90004",0x80c2b8a5602cd1dd:0xf6213196ef2f17ad,34.0822209,-118.309484,['Vegan restaurant' 'Restaurant'],5.0,2,61,0,Food,0,0,0,0,1,0,0,0,,Comida vegana
"Tipsy Grill ""Burgers & Beers"", 217 E 8th St, Los Angeles, CA 90014",0x80c2c775e71e7d35:0x923815cb14028f63,34.041639,-118.251559,['American restaurant' 'Bar & grill' 'Delivery Restaurant'],4.8,28,0,0,Food,0,0,0,1,0,0,0,0,4.7368421052631575,Comida americana
"Western Convalescent Hospital, 2190 W Adams Blvd, Los Angeles, CA 90018",0x80c2b86c5941add7:0xd0765eabd2adc610,34.0324415,-118.3150473,['Hospital'],3.5,18,0,0,Health,0,0,0,0,0,0,0,1,,Bienestar general
"California Center for Ketamine Therapy, 522 N Larchmont Blvd, Los Angeles, CA 90004",0x80c2b93d2d622d21:0x739fa95fd80c0a4c,34.0796715,-118.3233873,['Medical clinic'],5.0,1,0,0,Health,0,0,0,0,0,0,0,1,,Bienestar general
"WICK Studios, 1444 N Highland Ave, Los Angeles, CA 90028",0x80c2bf25b9dcf7d7:0x7397c3204d9d89da,34.0973375,-118.3384965,"['Photography studio' 'Event venue' 'Film production company'
 'Live music venue' 'Photographer' 'Portrait studio'
 'Video production service']",4.9,7,0,0,Services,0,0,0,0,0,0,1,0,,Arte
"China Express, 11845 Braddock Dr, Los Angeles, CA 90230",0x80c2ba0d10b5ad1d:0x65cad1c6ab9d598d,33.993333,-118.4141548,['Chinese restaurant'],4.1,78,70,0,Food,1,0,0,0,0,0,0,0,4.27536231884058,Comida asiática
"Mixtape, 7450 Beverly Blvd, Los Angeles, CA 90036",0x80c2b9eadb7fd429:0xdf9b26ec86568793,34.0759377,-118.3524518,['New American restaurant'],4.5,18,13,3,Food,0,0,0,1,0,0,0,0,4.529411764705882,Comida americana
"Saint Eugene Catholic Church, 9505 Haas Ave, Los Angeles, CA 90047",0x80c2b63e83faa29b:0xf3474d9790cbf762,33.9499401,-118.3168989,['Catholic church'],4.7,33,0,0,Religion,0,0,0,0,0,2,0,0,4.8,Católico
"Variable Cafe, 13350 Washington Blvd, Los Angeles, CA 90066",0x80c2bb528705e027:0xb3c0f75812366189,33.9923638,-118.4435653,['Vegan restaurant'],4.9,18,60,0,Food,0,0,0,0,1,0,0,0,,Comida vegana
"Chaya Brasserie, 8741 Alden Dr, Los Angeles, CA 90048",0x80c2bead16143551:0x3a35c17c7676641a,34.075498,-118.383161,['Restaurant' 'Bar' 'French restaurant'],3.6,13,0,0,Food,0,0,1,0,0,0,0,0,3.769230769230769,Comida europea
"Tabla By Sofi, 8108 W 3rd St, Los Angeles, CA 90048",0x80c2b9368c96a8a7:0x32fdba74f4e9e0a2,34.0719863,-118.3662157,['Greek restaurant' 'Mediterranean restaurant' 'Restaurant'],4.0,28,34,15,Food,0,0,1,0,0,0,0,0,4.095238095238095,Comida europea
"Fire Chicken, 3128 W 8th St, Los Angeles, CA 90005",0x80c2c7235173c87f:0xb57e3339e8b835e7,34.0574813,-118.2952479,['Chicken restaurant'],4.6,38,51,0,Food,0,0,0,1,0,0,0,0,4.705882352941177,Comida americana
"Kyoto Pharmacy, 420 E 3rd St, Los Angeles, CA 90013",0x80c2c637e9567fbf:0x829e53d3a9ca8346,34.0468407,-118.2420199,['Pharmacy' 'Drug store'],4.7,24,49,0,Health,0,0,0,0,0,0,0,1,,Bienestar general
"Shopbite, 750 W 7th St s310, Los Angeles, CA 90017",0x80c2c7c1648f4de3:0x8b2667629b0d6acc,34.0478105,-118.2589115,"['Cafe' 'African goods store' 'African restaurant'
 'Catering food and drink supplier' 'Coffee shop' 'Fresh food market'
 'Sandwich shop' 'Snack bar']",3.3,3,46,0,Food,0,0,0,1,0,0,0,0,,Comida americana
"Flor Blanca, 1705 W Pico Blvd, Los Angeles, CA 90015",0x80c2c7964260a5e1:0xc13eeb0e7d103341,34.0454253,-118.2780257,['Salvadoran restaurant' 'Restaurant'],3.8,38,70,0,Food,0,1,0,0,0,0,0,0,3.48,Comida latina
"Chapa Grill, 6256 Wilshire Blvd, Los Angeles, CA 90048",0x80c2b9394afb71e3:0x1afe3fd354c675f5,34.062945,-118.3653676,['Sandwich shop'],3.7,6,0,0,Stores,0,0,0,1,0,0,0,0,,Comida americana
"Mission Road Pharmacy, 1902 Marengo St #200, Los Angeles, CA 90033",0x80c2c674ecc21313:0xb285eaa98c88be5e,34.057505899999995,-118.210176,['Pharmacy'],4.0,1,45,0,Health,0,0,0,0,0,0,0,1,,Bienestar general
"Schwartz Bakery, 433 N Fairfax Ave, Los Angeles, CA 90036",0x80c2b9332de8a811:0x203bc1715e54bf15,34.0791695,-118.3617748,['Bakery' 'Sandwich shop'],4.9,8,63,11,Food,0,0,0,1,0,0,0,0,,Comida americana
"Ultra Body Fitness, 828 N La Brea Ave, Los Angeles, CA 90038",0x80c2bf2afa3cd747:0x38bc5e13d0550c3f,34.0860744,-118.3437293,['Gym' 'Wellness center'],4.5,18,61,17,Sports,0,0,0,0,0,0,0,1,,Bienestar general
"La Boutique Café, 420 S Spring St, Los Angeles, CA 90013",0x80c2c7677b369509:0xb9ff7fa018c65f0d,34.0483415,-118.2486074,['French restaurant' 'Boutique' 'Restaurant'],4.9,8,0,0,Clothes,0,0,1,0,0,0,0,0,,Comida europea
"Peak 5 Fitness - Personal Training, CrossFit, Nutrition Coaching, 4228 Melrose Ave, Los Angeles, CA 90029",0x80c2c7599dc49279:0x80b69c5083dd0789,34.083461,-118.292715,"['Personal trainer' 'Boot camp' 'Gym' 'Nutritionist'
 'Physical fitness program' 'Rock climbing gym' 'Weight loss service'
 'Wellness center' 'Wellness program' 'Womens personal trainer']",4.9,48,76,10,Services,0,0,0,0,0,0,0,1,,Bienestar general
"Olocuilta, 3958 W 6th St, Los Angeles, CA 90020",0x80c2b89aecbd09e1:0x13202bad667715d5,34.0633537,-118.3095832,['Salvadoran restaurant' 'Mexican restaurant'],4.1,18,60,0,Food,0,1,0,0,0,0,0,0,3.7083333333333335,Comida latina
"The Wiltern Parking Garage, 681S S Oxford Ave, Los Angeles, CA 90005",0x80c2b8851f3d37cf:0xbda506ca54aaeaf4,34.0606442,-118.3084825,['Parking garage'],2.1,7,84,6,Auto,0,0,0,0,0,0,0,1,,Bienestar general
"Los compayitos food, 888 S Figueroa St, Los Angeles, CA 90017",0x80c2c7b6ccec99f7:0xf4ffdd58c7c154f4,34.0464904,-118.2618443,['Mexican restaurant'],4.4,8,30,0,Food,0,1,0,0,0,0,0,0,,Comida latina
"Westaid Pharmacy & Medical Supply, 1015 S Fairfax Ave, Los Angeles, CA 90019",0x80c2b915e4dae947:0x21784f84f1d395a0,34.0576623,-118.3643656,['Pharmacy' 'Medical supply store'],5.0,2,0,0,Health,0,0,0,0,0,0,0,1,,Bienestar general
"Subway, 3959 Wilshire Blvd Suite B7, Los Angeles, CA 90010",0x80c2b890314b4ad7:0x569860ae58137800,34.0621932,-118.3132196,"['Sandwich shop' 'Caterer' 'Fast food restaurant' 'Takeout Restaurant'
 'Restaurant']",3.3,33,98,10,Food,0,0,0,1,0,0,0,0,3.8857142857142857,Comida americana
"Chinatown Express, 2137 W 6th St, Los Angeles, CA 90057",0x80c2c70aaba248f7:0xb5357b0bc5f33b7b,34.0604097,-118.2756731,['Chinese restaurant'],3.6,16,77,0,Food,1,0,0,0,0,0,0,0,3.583333333333333,Comida asiática
"Joe's Auto Parks, 140 S Olive St, Los Angeles, CA 90012",0x80c2c64dc9af7533:0xb4cfb6cb88c30a35,34.0539327,-118.2482903,['Parking lot'],4.4,5,65,5,Auto,0,0,0,0,0,0,0,1,,Bienestar general
"Chu's Kitchen, 111 W 9th St, Los Angeles, CA 90015",0x80c2c7cb01ee7cfb:0x911348c5fd3f42a4,34.0419954,-118.2552413,['Chinese restaurant'],3.8,8,60,0,Food,1,0,0,0,0,0,0,0,,Comida asiática
"Tony's Taco Stand, 9398-9306 S Figueroa St, Los Angeles, CA 90003",0x80c2c9ae40f6faa5:0xf625b1058907a3b1,33.9514396,-118.2828054,['Taco restaurant'],5.0,1,0,0,Food,0,1,0,0,0,0,0,0,,Comida latina
"St Teresa of Avila Church, 2216 Fargo St, Los Angeles, CA 90039",0x80c2c7242ea28f7d:0xb38efe6993f7baa1,34.091728499999995,-118.2591948,['Catholic church' 'Church'],4.8,38,0,0,Religion,0,0,0,0,0,2,0,0,4.705882352941177,Católico
"Rodeo Mexican Grill (Echo Park), 1721 Sunset Blvd, Los Angeles, CA 90026",0x80c2c70ccb03cbef:0xc5befcf50cfb85d2,34.077716599999995,-118.2589892,['Mexican restaurant' 'Family restaurant' 'Restaurant'],4.1,28,93,0,Food,0,1,0,0,0,0,0,0,4.3,Comida latina
"Fit & Bendy, 2861 W Ave 35, Los Angeles, CA 90065",0x80c2c71fe3f2c305:0x2cf5ea8f0b7e8d03,34.1162725,-118.2362038,['Fitness center' 'Circus' 'Dance school'],4.9,24,60,0,Education,0,0,0,0,0,0,0,1,,Bienestar general
"Hype Silverlake, 1932 Hyperion Ave, Los Angeles, CA 90027",0x80c2c73596731dbf:0x7cf8f3aa640c9c51,34.0977687,-118.2749041,['Indoor cycling' 'Fitness center' 'Gym' 'Yoga studio'],4.5,66,35,14,Sports,0,0,0,0,0,0,0,1,,Bienestar general
"Hashi, 442 E 2nd St, Los Angeles, CA 90012",0x80c2c6385d27463b:0xcfdf31920f09e7e,34.0471243,-118.2387073,['Ramen restaurant' 'Japanese restaurant' 'Restaurant'],4.6,78,18,0,Food,1,0,0,0,0,0,0,0,4.430769230769231,Comida asiática
"Loyola Pizza, 8412 Lincoln Blvd, Los Angeles, CA 90045",0x80c2b1af3c75adc5:0xcc99623c52416d89,33.9617321,-118.4199218,"['Pizza Takeout' 'Italian restaurant' 'Pasta shop' 'Pizza delivery'
 'Salad shop' 'Sandwich shop']",4.6,28,52,0,Food,0,0,1,1,1,0,0,0,4.571428571428571,Comida europea
"The University Club, 1990 Paseo Rancho Castilla, Los Angeles, CA 90032",0x80c2c5a28d891b1d:0x55697569aac59d43,34.0675296,-118.1685799,['American restaurant'],4.1,26,14,0,Food,0,0,0,1,0,0,0,0,3.954545454545455,Comida americana
"Metro Court B, 1945S S Hill St, Los Angeles, CA 90007",0x80c2c7c4d32c66e9:0x18a9d0d98e9de02a,34.0312071,-118.2678007,['Parking lot'],4.3,3,0,0,Auto,0,0,0,0,0,0,0,1,,Bienestar general
"New Temple Missionary Baptist, 8734 S Broadway, Los Angeles, CA 90003",0x80c2c9c0476593f3:0x215bbaa29b7d93f1,33.9582103,-118.2780303,['Baptist church' 'Church'],4.5,13,0,0,Religion,0,0,0,0,0,1,0,0,4.789473684210527,Protestante
"HRB Experience, 529 W 6th St, Los Angeles, CA 90014",0x80c2c7344ddcc8a5:0xd6d38e2981f9c0da,34.0487004,-118.2549251,['Sushi restaurant'],4.4,38,55,0,Food,1,0,0,0,0,0,0,0,4.470588235294118,Comida asiática
"Joe's Auto Parks Parking, 215 S Broadway, Los Angeles, CA 90012",0x80c2c64c023f09d3:0x597ae890ca2e4388,34.0520912,-118.2475755,['Parking lot'],3.7,46,70,7,Auto,0,0,0,0,0,0,0,1,3.953488372093023,Bienestar general
"1809 West Blvd Parking, 1809 West Blvd, Los Angeles, CA 90019",0x80c2b85727a052e5:0x93adfd118f65800b,34.0406344,-118.3372,['Parking lot'],4.7,3,0,0,Auto,0,0,0,0,0,0,0,1,,Bienestar general
"La Mexicana, 4684 E 3rd St, Los Angeles, CA 90022",0x80c2cf76c5db4e57:0x170ed0eb3cc575b2,34.0331472,-118.16403,['Mexican restaurant'],3.0,2,63,0,Food,0,1,0,0,0,0,0,0,,Comida latina
"Los Angeles Hompa Hongwanji Buddhist Temple, 815 E 1st St, Los Angeles, CA 90012",0x80c2c63f48c0c317:0x53187ef08f2753ef,34.0490597,-118.2344366,['Buddhist temple'],4.7,36,50,0,Religion,0,0,0,0,0,4,0,0,4.476190476190476,Budista
"CVS Pharmacy, 4030 S Western Ave, Los Angeles, CA 90062",0x80c2b7f88a07b69f:0xe5a0b41018501e2a,34.009847,-118.3081121,['Pharmacy'],3.2,78,82,0,Health,0,0,0,0,0,0,0,1,3.5,Bienestar general
"The New Presbyterian Church, 970 N Virgil Ave, Los Angeles, CA 90029",0x80c2c74fc476eb87:0x208cf553995be91c,34.0894536,-118.2867492,['Presbyterian church'],4.4,5,59,15,Religion,0,0,0,0,0,1,0,0,,Protestante
"El Tazumal, 6609 S Main St, Los Angeles, CA 90003",0x80c2c84ac3bec05f:0x658897705ae5f053,33.979427,-118.2741151,['Mexican restaurant'],5.0,5,80,7,Food,0,1,0,0,0,0,0,0,,Comida latina
"Image Books Inc, 647 E 59th St, Los Angeles, CA 90001",0x80c2c851dcb29b17:0x8e5cb7d5bd57c888,33.9879684,-118.2644729,['Publisher'],5.0,2,0,0,Food,0,0,0,0,0,0,2,0,,Club nocturno
"Company of Angels (CoA), 1350 San Pablo St, Los Angeles, CA 90033",0x80c2c64af5cd5f9f:0x43fd1fb2905095de,34.060339,-118.2032883,['Non-profit organization' 'Performing arts theater'],5.0,2,0,0,Entertainment,0,0,0,0,0,0,1,0,,Arte
"Wokshop by Xi'an, 2958 Beverly Glen Cir, Los Angeles, CA 90077",0x80c2bd772770b9bb:0x376aa30699e4531c,34.1279951,-118.4441461,"['Chinese restaurant' 'Asian restaurant' 'Dim sum restaurant'
 'Fusion restaurant' 'Organic restaurant']",4.1,28,0,0,Food,1,0,0,0,0,0,0,0,4.533333333333333,Comida asiática
"El Cielito Lindo, 1806 N Broadway, Los Angeles, CA 90031",0x80c2c755ca87d027:0x85d47b00341337e1,34.0716505,-118.2220756,['Mexican restaurant'],4.1,26,49,0,Food,0,1,0,0,0,0,0,0,4.333333333333333,Comida latina
"Grilliant, 10861 Lindbrook Dr, Los Angeles, CA 90024",0x80c2bc81ca3c1839:0x53cbe9b0e5efc950,34.0602276,-118.4428951,['Mediterranean restaurant' 'Restaurant'],4.2,18,50,0,Food,0,0,1,0,0,0,0,0,,Comida europea
"El Primo Taco Truck, 1476 W 3rd St, Los Angeles, CA 90017",0x80c2c7a89f1a2389:0x86ff55bb21178de3,34.0591393,-118.2641074,['Taco restaurant'],4.2,74,72,31,Food,0,1,0,0,0,0,0,0,4.351851851851852,Comida latina
"East 2 West Collective, 11838 Kiowa Ave Suite 102, Los Angeles, CA 90049",0x80c2bbafad9707b1:0x6d52e535987bb778,34.0487903,-118.4648553,['Public relations firm'],5.0,8,45,0,Food,0,0,0,0,0,0,2,0,,Club nocturno
"Hyde Lounge at STAPLES Center, 1111 S Figueroa St, Los Angeles, CA 90015",0x80c2c7b85f1f28d3:0x802f93184b913860,34.0429034,-118.2677485,"['Lounge' 'American restaurant' 'Bar' 'Bar & grill' 'Cocktail bar'
 'Event venue' 'Restaurant' 'Sports bar' 'Wine bar']",4.0,68,0,0,Food,0,0,0,1,0,0,3,0,3.9,Comida americana
"Grotto de Sal, 145 N La Brea Ave, Los Angeles, CA 90036",0x80c2b8d7beaaa2e1:0xfad79d64aecb6499,34.0750555,-118.3442229,['Spa and health club' 'Medical clinic' 'Physical therapy clinic'],2.9,7,32,0,Beauty,0,0,0,0,0,0,0,1,,Bienestar general
"South Park Commons, Los Angeles, CA 90015",0x80c2c7fc85774563:0xe1c95818a6047876,34.0410228,-118.2622305,['Park'],4.4,7,77,14,Entertainment,0,0,0,0,0,0,0,1,,Bienestar general
"Public Parking, 1137 S Olive St, Los Angeles, CA 90015",0x80c2c7c8f95eeb57:0xa6848064bf953c44,34.0400536,-118.2618742,['Parking garage'],3.3,4,50,10,Auto,0,0,0,0,0,0,0,1,,Bienestar general
"Horn Strength & Conditioning, 8401 Croydon Ave, Los Angeles, CA 90045",0x80c2b0cd4644fcdd:0x33a67243e9747ae8,33.9623643,-118.3927363,['Gym' 'Personal trainer'],5.0,18,56,12,Sports,0,0,0,0,0,0,0,1,,Bienestar general
"Df Taqueria, 715 E 25th St, Los Angeles, CA 90011",0x80c2c8789c8ffb4f:0x622adffa97da8f92,34.0225723,-118.2601658,['Mexican restaurant'],4.2,8,77,7,Food,0,1,0,0,0,0,0,0,,Comida latina
"El Ruso, 3140 Sunset Blvd, Los Angeles, CA 90026",0x80c2c7b0ff91aa79:0x475f792963c73172,34.0851768,-118.2751329,['Taco restaurant'],4.2,8,72,0,Food,0,1,0,0,0,0,0,0,,Comida latina
"UMMA Community Clinic, 711 W Florence Ave, Los Angeles, CA 90044",0x80c2c9cd48fff689:0xa38c815c97bc943d,33.9749141,-118.2863743,['Medical clinic'],2.5,53,57,4,Health,0,0,0,0,0,0,0,1,2.588235294117647,Bienestar general
"Mision Cristiana Pentecostes Monte Getsemani, 1401 W 66th St, Los Angeles, CA 90044",0x80c2b7d63390933b:0x614c968abf148d82,33.9792808,-118.3004702,['Christian church'],5.0,1,0,0,Religion,0,0,0,0,0,1,0,0,,Protestante
"The OG Palace, 1514 Hooper Ave., Los Angeles, CA 90021",0x80c2c883ab2dd32b:0x2da5c5635ae16614,34.024272,-118.244108,['Pharmacy'],4.3,17,98,14,Health,0,0,0,0,0,0,0,1,,Bienestar general
"Taquiza Los Gemelos, 977 W Vernon Ave, Los Angeles, CA 90037",0x80c2c95c090be771:0x9861fc1e7d725baa,34.0038609,-118.2909254,['Taco restaurant'],4.3,4,60,0,Food,0,1,0,0,0,0,0,0,,Comida latina
"Joe's Auto Parks, 414 E Commercial St, Los Angeles, CA 90012",0x80c2c6469529ef9d:0xac48c781f80d5e1d,34.0531448,-118.2369773,['Parking garage'],3.9,28,0,0,Auto,0,0,0,0,0,0,0,1,3.888888888888889,Bienestar general
"725 N Spring St, 725N N Spring St, Los Angeles, CA 90012",0x80c2c7a4109bfd7f:0xe2a4965121389e85,34.0609662,-118.2377948,['Parking lot'],5.0,1,0,0,Auto,0,0,0,0,0,0,0,1,,Bienestar general
"Tabernacle of Praise Worship Center, 1101 W Florence Ave, Los Angeles, CA 90044",0x80c2c82b61284b39:0x5e925103d8e2a4be,33.974879,-118.29392,['Apostolic church'],4.6,8,0,0,Religion,0,0,0,0,0,1,0,0,,Protestante
"Honey Night(꿀밤) Korean Pub, 3526 W 8th St, Los Angeles, CA 90005",0x80c2b92e32f3a5f7:0x3326e42cc9b63106,34.0574994,-118.3075592,['Bar restaurant furniture store' 'Korean restaurant'],4.4,45,49,21,Home,1,0,0,0,0,0,0,0,4.285714285714286,Comida asiática
"Shrine Auditorium, 754W W 32nd St, Los Angeles, CA 90007",0x80c2c7e421b59db5:0x1af6257671ab43ec,34.0243314,-118.281189,['Parking lot'],4.3,6,0,0,Auto,0,0,0,0,0,0,0,1,,Bienestar general
"reference drug store, 7095 Hollywood Blvd, Los Angeles, CA 90028",0x80c2bf2066eb805b:0x5d8d7f6481755302,34.1019346,-118.3449957,['Pharmacy'],1.0,1,0,0,Health,0,0,0,0,0,0,0,1,,Bienestar general
"Walgreens, 460 S Broadway, Los Angeles, CA 90013",0x80c2c64afccb05b1:0xf593045bd9d2157c,34.0481,-118.25046,['Pharmacy'],5.0,1,0,0,Health,0,0,0,0,0,0,0,1,,Bienestar general
"San Hing, 11136 Palms Blvd, Los Angeles, CA 90034",0x80c2ba4bf2db2397:0x9100ad2ecb9fd966,34.0190878,-118.4215642,['Chinese restaurant' 'Diner'],3.4,44,66,0,Food,1,0,0,0,0,0,0,0,3.41025641025641,Comida asiática
"Layla's Cafe & Catering, 11906 Wilshire Blvd, Los Angeles, CA 90025",0x80c2bb5d98bc3773:0x4ad459170ebc7a32,34.0462671,-118.4644077,"['Mediterranean restaurant' 'American restaurant' 'Bar' 'Cafe' 'Catering'
 'Takeout Restaurant' 'Restaurant' 'Salad shop' 'Sandwich shop'
 'Spanish restaurant']",4.0,16,63,0,Beauty,0,0,1,1,1,0,0,0,,Comida europea
"The Vault Night Club & Lounge, 801 S Hill St, Los Angeles, CA 90014",0x80c2c7b587679273:0x95d9e442842a926a,34.044547,-118.2561732,"['Night club' 'Bar' 'Bar & grill' 'Club' 'Dance hall' 'Disco club'
 'Lounge' 'Movie studio']",4.0,46,12,10,Food,0,0,0,0,0,0,2,0,3.736842105263158,Club nocturno
"Los Angeles County Lot 5, 1174 N State St, Los Angeles, CA 90089",0x80c2c67465cedd0f:0x6c4453852762c99b,34.0590244,-118.2097765,['Parking garage' 'Parking lot'],4.5,2,0,0,Auto,0,0,0,0,0,0,0,1,,Bienestar general
"Keto Bros Pizza, 1842 W Washington Blvd, Los Angeles, CA 90007",0x80c2c789e5955555:0xde9d1d06de1ec462,34.0397099,-118.2987956,['Pizza restaurant'],3.7,6,77,7,Food,0,0,0,1,0,0,0,0,,Comida americana
"OPEN GYM 323 l Home of Órale Strength, 3461 Casitas Ave, Los Angeles, CA 90039",0x80c2c0d923cb37c1:0xfb7029aae3861171,34.1199255,-118.2557764,['Gym' 'Personal trainer' 'Physical fitness program'],5.0,8,27,10,Sports,0,0,0,0,0,0,0,1,,Bienestar general
"Sung Sam Korean Catholic Church, 1230 N San Fernando Rd, Los Angeles, CA 90065",0x80c2c6c09750f0b3:0x92fb20e1eb2d73b9,34.0947062,-118.2303926,['Catholic church'],4.8,18,0,0,Religion,0,0,0,0,0,2,0,0,4.823529411764706,Católico
"Tacos Tamix Truck #3, 1510 S Santa Fe Ave, Los Angeles, CA 90021",0x80c2c9f6648dd24b:0xd4811ec0d2f751c0,34.0262599,-118.229695,['Taco restaurant'],4.9,8,54,26,Food,0,1,0,0,0,0,0,0,,Comida latina
"CVS Pharmacy, 2530 Glendale Blvd, Los Angeles, CA 90039",0x80c2c72b62be335b:0x53acf106d9c06ce6,34.1034035,-118.2584182,['Pharmacy'],4.3,8,0,0,Health,0,0,0,0,0,0,0,1,,Bienestar general
"Juicy Pizza, 615 N La Brea Ave, Los Angeles, CA 90036",0x80c2b9027a27fbdb:0x1f684e5e1113baf9,34.0823565,-118.3443,['Pizza restaurant'],4.4,18,49,16,Food,0,0,0,1,0,0,0,0,,Comida americana
"walgreens, 3201 W 6th St, Los Angeles, CA 90020",0x80c2c77b133fffff:0xfaa5900b2e422ad,34.0644891,-118.2918977,['Pharmacy'],3.5,6,0,0,Health,0,0,0,0,0,0,0,1,,Bienestar general
"Walgreens Pharmacy, 5451 Sunset Blvd, Los Angeles, CA 90027",0x80c2bf5184e56e69:0x321d1b8d38ddaf67,34.0983249,-118.3087196,['Pharmacy'],3.8,14,72,0,Health,0,0,0,0,0,0,0,1,,Bienestar general
"Constituent Service Center, 8431 Vermont Ave, Los Angeles, CA 90044",0x80c2c9da4a000c19:0xa47e5dbf84e4954,33.9612696,-118.2920765,['Parking lot'],3.3,3,0,0,Auto,0,0,0,0,0,0,0,1,,Bienestar general
"Thighstop, 2619 N Figueroa St Ste C, Los Angeles, CA 90065",0x80c2c7676c675049:0xd49647f14dc928cc,34.0848981,-118.2222349,['Chicken wings restaurant'],1.0,1,98,14,Food,0,0,0,1,0,0,0,0,,Comida americana
"Vons Pharmacy, 4520 Sunset Blvd, Los Angeles, CA 90027",0x80c2c752a91ce443:0x1c43610904205c7a,34.0972346,-118.2881389,['Pharmacy'],4.4,24,76,0,Health,0,0,0,0,0,0,0,1,,Bienestar general
"Secret Sesh, 333 S Boylston St, Los Angeles, CA 90017",0x80c2c7ae78a931a1:0xc56d1f7fa095ff5d,34.0562149,-118.2585306,['Pharmacy'],4.2,6,0,0,Health,0,0,0,0,0,0,0,1,,Bienestar general
"Stella Coffee Beverly Hills, 6310 San Vicente Blvd #106, Los Angeles, CA 90048",0x80c2b958ac46ae6d:0x3ad955ba20a99fd6,34.0604185,-118.367795,"['Coffee shop' 'American restaurant' 'Breakfast restaurant' 'Cafe'
 'Espresso bar' 'Internet cafe' 'Lunch restaurant' 'Market'
 'Takeout Restaurant' 'Restaurant']",4.8,58,40,10,Food,0,0,0,1,0,0,0,0,4.6875,Comida americana
"Carniceria Latina, 3131A N San Fernando Rd, Los Angeles, CA 90065",0x80c2c12f2a7bb9e1:0xac3ebee50fe5d4c,34.115898099999995,-118.2466007,['Chicken restaurant'],4.7,3,84,0,Food,0,0,0,1,0,0,0,0,,Comida americana
"Curves, 4870 Eagle Rock Blvd, Los Angeles, CA 90041",0x80c2c15d05a89e05:0x3c40fb4d2f19466,34.134592399999995,-118.2151501,"['Fitness center' 'Gym' 'Personal trainer' 'Physical fitness program'
 'Weight loss service']",3.0,2,24,10,Services,0,0,0,0,0,0,0,1,,Bienestar general
"St Vincent Medical Center, 2131 W 3rd St, Los Angeles, CA 90057",0x80c2c70ba0aca2c9:0xc2089d618023a967,34.0642926,-118.2741675,['Medical Center' 'Hospital' 'Medical clinic'],3.1,188,0,0,Health,0,0,0,0,0,0,0,1,3.5929203539823007,Bienestar general
"The Conspiracy, 1710 N Las Palmas Ave, Los Angeles, CA 90028",0x80c2bf2342a247bb:0x85797119c2d94f39,34.101941,-118.336013,['Night club'],4.3,8,30,24,Other,0,0,0,0,0,0,2,0,,Club nocturno
"Club Monte Cristo, 659 S Westmoreland Ave, Los Angeles, CA 90005",0x80c2c7798cbf8c09:0x9e2f5dede6332eba,34.0615174,-118.2892531,['Night club'],4.7,27,0,0,Other,0,0,0,0,0,0,2,0,4.681818181818182,Club nocturno
"Meruelo Wall Street LLC Parking, 857 Wall St, Los Angeles, CA 90014",0x80c2c63340d378d9:0x9a824ad9a413ccf0,34.039307,-118.2516646,['Parking garage'],4.0,1,0,0,Auto,0,0,0,0,0,0,0,1,,Bienestar general
"Panda Express, 630 W 5th St, Los Angeles, CA 90071",0x80c2c7b367144a07:0x5b7c3427f9b8e8ff,34.0504953,-118.2556545,['Chinese restaurant' 'Asian restaurant' 'Restaurant'],4.0,118,30,0,Food,1,0,0,0,0,0,0,0,3.943820224719101,Comida asiática
"The Camp Transformation Center - East Los Angeles, 4768 Whittier Blvd, Los Angeles, CA 90022",0x80c2cf0c095b993b:0x334b4f087a485c61,34.0219442,-118.1652103,['Gym' 'Boot camp'],4.8,48,0,0,Sports,0,0,0,0,0,0,0,1,4.75,Bienestar general
"CVS Pharmacy, 201 N Los Angeles St, Los Angeles, CA 90012",0x80c2c64f52b08063:0xd95ccd064e69ab1e,34.0525393,-118.2419951,['Pharmacy'],4.8,8,40,0,Health,0,0,0,0,0,0,0,1,,Bienestar general
"China Depot, 6333 W 3rd St #744, Los Angeles, CA 90036",0x80c2b9305a1a8653:0x1ce9ff752c436e5e,34.0722059,-118.3598113,['Chinese restaurant'],2.7,18,75,0,Food,1,0,0,0,0,0,0,0,,Comida asiática
"El Nuevo Mirador Restaurant, 2705 W Pico Blvd, Los Angeles, CA 90006",0x80c2c7870e434323:0xe90ca55cf8e2b2b1,34.0473731,-118.297484,['Salvadoran restaurant'],4.2,105,91,7,Food,0,1,0,0,0,0,0,0,4.273584905660377,Comida latina
